"Count","Result","Time","Title","FullPath","LengthInKB","HexSignature","FileExtn","PotentiallyMalicious","ExtNoMatch"
"1522","Extension matches magic number","9/1/2018 12:37:29 AM","20161012_154626.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Tutorial\Tutorial 4\20161012_154626.jpg","2264","ffd8",".jpg","0","0"
"1523","Extension matches magic number","9/1/2018 12:37:29 AM","20161012_155357.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Tutorial\Tutorial 4\20161012_155357.jpg","2040","ffd8",".jpg","0","0"
"1524","Extension matches magic number","9/1/2018 12:37:29 AM","20161012_155359.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Tutorial\Tutorial 4\20161012_155359.jpg","2035","ffd8",".jpg","0","0"
"1525","Extension matches magic number","9/1/2018 12:37:29 AM","20161012_155747.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Tutorial\Tutorial 4\20161012_155747.jpg","2099","ffd8",".jpg","0","0"
"1526","Extension matches magic number","9/1/2018 12:37:29 AM","20161012_155759.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Tutorial\Tutorial 4\20161012_155759.jpg","2120","ffd8",".jpg","0","0"
"1527","Extension matches magic number","9/1/2018 12:37:29 AM","ICT1003_Tut4.docx","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Tutorial\Tutorial 4\ICT1003_Tut4.docx","20","504b",".docx","0","0"
"1528","Extension matches magic number","9/1/2018 12:37:29 AM","ICT1003_Tut4.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Tutorial\Tutorial 4\ICT1003_Tut4.pdf","72","2550",".pdf","0","0"
"1529","Extension matches magic number","9/1/2018 12:37:29 AM","ICT1003_Tut5.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Tutorial\Tutorial 5\ICT1003_Tut5.pdf","49","2550",".pdf","0","0"
"1530","Extension matches magic number","9/1/2018 12:37:30 AM","ICT1003_Tut6.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Tutorial\Tutorial 6\ICT1003_Tut6.pdf","75","2550",".pdf","0","0"
"1531","Extension matches magic number","9/1/2018 12:37:35 AM","ICT1003_Tut7.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Tutorial\Tutorial 7\ICT1003_Tut7.pdf","258","2550",".pdf","0","0"
"1532","Extension matches magic number","9/1/2018 12:37:29 AM","ICT1003_Tut8.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Tutorial\Tutorial 8\ICT1003_Tut8.pdf","55","2550",".pdf","0","0"
"1533","Extension matches magic number","9/1/2018 12:37:29 AM","ICT1003_Chpt0_ICT1003 Module Overview.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 1\ICT1003_Chpt0_ICT1003 Module Overview.pdf","1462","2550",".pdf","0","0"
"1534","Extension matches magic number","9/1/2018 12:37:36 AM","ICT1003_Chpt1_Fundamental of Computer Architecture.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 1\ICT1003_Chpt1_Fundamental of Computer Architecture.pdf","4871","2550",".pdf","0","0"
"1535","Extension matches magic number","9/1/2018 12:37:29 AM","ICT1003_Chpt8_Solid-State Memory Subsystems.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 10\ICT1003_Chpt8_Solid-State Memory Subsystems.pdf","2424","2550",".pdf","0","0"
"1536","Extension matches magic number","9/1/2018 12:37:34 AM","ICT1003_Chpt9_Magnetic Memory.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 11\ICT1003_Chpt9_Magnetic Memory.pdf","2182","2550",".pdf","0","0"
"1537","Extension matches magic number","9/1/2018 12:37:29 AM","ICT1003_Chpt10_Towards Faster Speeds.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 12\ICT1003_Chpt10_Towards Faster Speeds.pdf","1089","2550",".pdf","0","0"
"1538","Extension matches magic number","9/1/2018 12:37:30 AM","ICT1003_Chpt2_The Central Processing Unit (CPU).pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 2\ICT1003_Chpt2_The Central Processing Unit (CPU).pdf","4408","2550",".pdf","0","0"
"1539","Extension matches magic number","9/1/2018 12:37:29 AM","ICT1003_Chpt3_Instruction Set Architecture.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 3\ICT1003_Chpt3_Instruction Set Architecture.pdf","8086","2550",".pdf","0","0"
"1540","Extension matches magic number","9/1/2018 12:37:35 AM","20160921_103822.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 3\Slides from phone\20160921_103822.jpg","1815","ffd8",".jpg","0","0"
"1541","Extension matches magic number","9/1/2018 12:37:35 AM","20160921_104616.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 3\Slides from phone\20160921_104616.jpg","1824","ffd8",".jpg","0","0"
"1542","Extension matches magic number","9/1/2018 12:37:35 AM","20160921_112209.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 3\Slides from phone\20160921_112209.jpg","1743","ffd8",".jpg","0","0"
"1543","Extension matches magic number","9/1/2018 12:37:35 AM","20160921_113947.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 3\Slides from phone\20160921_113947.jpg","1809","ffd8",".jpg","0","0"
"1544","Extension matches magic number","9/1/2018 12:37:29 AM","ICT1003_Chpt4_Introduction to Assembly Language Programming.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 5\ICT1003_Chpt4_Introduction to Assembly Language Programming.pdf","3212","2550",".pdf","0","0"
"1545","Extension matches magic number","9/1/2018 12:37:28 AM","20161005_103918.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 5\Slides from phone\20161005_103918.jpg","1791","ffd8",".jpg","0","0"
"1546","Extension matches magic number","9/1/2018 12:37:28 AM","20161005_104510.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 5\Slides from phone\20161005_104510.jpg","1828","ffd8",".jpg","0","0"
"1547","Extension matches magic number","9/1/2018 12:37:28 AM","20161005_104730.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 5\Slides from phone\20161005_104730.jpg","2022","ffd8",".jpg","0","0"
"1548","Extension matches magic number","9/1/2018 12:37:30 AM","ICT1003_Chpt5_Executable Assembly Instructions.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 6\ICT1003_Chpt5_Executable Assembly Instructions.pdf","2365","2550",".pdf","0","0"
"1549","Extension matches magic number","9/1/2018 12:38:38 AM","20161012_091228.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 6\Slides from phone\20161012_091228.jpg","2004","ffd8",".jpg","0","0"
"1550","Extension matches magic number","9/1/2018 12:38:29 AM","20161012_091230.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 6\Slides from phone\20161012_091230.jpg","2023","ffd8",".jpg","0","0"
"1551","Extension matches magic number","9/1/2018 12:38:37 AM","20161012_093346.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 6\Slides from phone\20161012_093346.jpg","1754","ffd8",".jpg","0","0"
"1552","Extension matches magic number","9/1/2018 12:38:37 AM","20161012_101232.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 6\Slides from phone\20161012_101232.jpg","2114","ffd8",".jpg","0","0"
"1553","Extension matches magic number","9/1/2018 12:38:36 AM","20161012_102337.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 6\Slides from phone\20161012_102337.jpg","2006","ffd8",".jpg","0","0"
"1554","Extension matches magic number","9/1/2018 12:38:28 AM","20161012_110558.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 6\Slides from phone\20161012_110558.jpg","2003","ffd8",".jpg","0","0"
"1555","Extension matches magic number","9/1/2018 12:37:29 AM","ICT1003_Chpt6_Modular Programming.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 8\ICT1003_Chpt6_Modular Programming.pdf","1746","2550",".pdf","0","0"
"1556","Extension matches magic number","9/1/2018 12:37:29 AM","ICT1003_Chpt7_IO Interfacing Techniques.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1003-Computer Organization and Architecture\Week 9\ICT1003_Chpt7_IO Interfacing Techniques.pdf","3946","2550",".pdf","0","0"
"1557","Extension matches magic number","9/1/2018 12:38:47 AM","project.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Assignment\project.pdf","76","2550",".pdf","0","0"
"1558","Extension matches magic number","9/1/2018 12:38:48 AM","Quiz sol.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Quiz 1 2015\Quiz sol.pdf","69","2550",".pdf","0","0"
"1559","Extension matches magic number","9/1/2018 12:38:48 AM","Quiz.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Quiz 1 2015\Quiz.pdf","203","2550",".pdf","0","0"
"1560","Extension matches magic number","9/1/2018 12:38:47 AM","00-Course Introduction.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 1\00-Course Introduction.pdf","389","2550",".pdf","0","0"
"1561","Extension matches magic number","9/1/2018 12:38:48 AM","01-Introduction.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 1\01-Introduction.pdf","1792","2550",".pdf","0","0"
"1562","Extension matches magic number","9/1/2018 12:38:48 AM","02-HTML.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 2\02-HTML.pdf","2735","2550",".pdf","0","0"
"1563","Extension matches magic number","9/1/2018 12:38:47 AM","lab1_html.docx","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 2\Lab 1 - Semantic Web and HTML 5\lab1_html.docx","314","504b",".docx","0","0"
"1564","Extension matches magic number","9/1/2018 12:38:47 AM","lab1_html.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 2\Lab 1 - Semantic Web and HTML 5\lab1_html.pdf","374","2550",".pdf","0","0"
"1565","Extension matches magic number","9/1/2018 12:38:48 AM","central-park.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 2\Lab 1 - Semantic Web and HTML 5\images\central-park.jpg","204","ffd8",".jpg","0","0"
"1566","Extension matches magic number","9/1/2018 12:38:48 AM","large-central-park.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 2\Lab 1 - Semantic Web and HTML 5\images\large-central-park.jpg","758","ffd8",".jpg","0","0"
"1567","Extension matches magic number","9/1/2018 12:38:47 AM","related-large1.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 2\Lab 1 - Semantic Web and HTML 5\images\related-large1.jpg","585","ffd8",".jpg","0","0"
"1568","Extension matches magic number","9/1/2018 12:38:47 AM","related-large2.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 2\Lab 1 - Semantic Web and HTML 5\images\related-large2.jpg","491","ffd8",".jpg","0","0"
"1569","Extension matches magic number","9/1/2018 12:38:47 AM","related-large3.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 2\Lab 1 - Semantic Web and HTML 5\images\related-large3.jpg","542","ffd8",".jpg","0","0"
"1570","Extension matches magic number","9/1/2018 12:38:47 AM","related-square1.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 2\Lab 1 - Semantic Web and HTML 5\images\related-square1.jpg","12","ffd8",".jpg","0","0"
"1571","Extension matches magic number","9/1/2018 12:38:47 AM","related-square2.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 2\Lab 1 - Semantic Web and HTML 5\images\related-square2.jpg","16","ffd8",".jpg","0","0"
"1572","Extension matches magic number","9/1/2018 12:38:47 AM","related-square3.jpg","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 2\Lab 1 - Semantic Web and HTML 5\images\related-square3.jpg","18","ffd8",".jpg","0","0"
"1573","Extension matches magic number","9/1/2018 12:38:48 AM","03-CSS.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 3\03-CSS.pdf","2205","2550",".pdf","0","0"
"1574","Extension matches magic number","9/1/2018 12:38:47 AM","lab2_css.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 3\lab2_css.pdf","1040","2550",".pdf","0","0"
"1575","Extension matches magic number","9/1/2018 12:38:47 AM","04-Bootstrap CSS.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 4\04-Bootstrap CSS.pdf","4124","2550",".pdf","0","0"
"1576","Extension matches magic number","9/1/2018 12:38:47 AM","lab3_bs.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 4\lab3_bs.pdf","325","2550",".pdf","0","0"
"1577","Extension matches magic number","9/1/2018 12:38:48 AM","05-Javascript.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 5\05-Javascript.pdf","1504","2550",".pdf","0","0"
"1578","Extension matches magic number","9/1/2018 12:38:48 AM","lab4_js.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 5\lab4_js.pdf","1015","2550",".pdf","0","0"
"1579","Extension matches magic number","9/1/2018 12:38:48 AM","06-PHP.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 6\06-PHP.pdf","3513","2550",".pdf","0","0"
"1580","Extension matches magic number","9/1/2018 12:38:47 AM","lab5_php.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 6\lab5_php.pdf","1496","2550",".pdf","0","0"
"1581","Extension matches magic number","9/1/2018 12:38:47 AM","07-SQL.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 8\07-SQL.pdf","1260","2550",".pdf","0","0"
"1582","Extension matches magic number","9/1/2018 12:38:47 AM","lab6_db.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 8\lab6_db.pdf","969","2550",".pdf","0","0"
"1583","Extension matches magic number","9/1/2018 12:38:47 AM","08-HTTP Design.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 9\08-HTTP Design.pdf","657","2550",".pdf","0","0"
"1584","Extension matches magic number","9/1/2018 12:38:47 AM","lab7_http.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 9\lab7_http.pdf","396","2550",".pdf","0","0"
"1585","Extension matches magic number","9/1/2018 12:38:47 AM","WebClient.jar","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1004-Web Systems and Technologies\Week 9\WebClient.jar","08","504b",".jar","1","0"
"1586","Extension matches magic number","9/1/2018 12:38:50 AM","Rosen_Discrete_Mathematics_and_Its_Applications_7th_Edition.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1005-Mathematics and Statistics for ICT\Rosen_Discrete_Mathematics_and_Its_Applications_7th_Edition.pdf","37074","2550",".pdf","0","0"
"1587","Extension matches magic number","9/6/2018 9:29:19 AM","CS1231 Summary.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1005-Mathematics and Statistics for ICT\Cheongpai's Notes\CS1231 Summary.pdf","332","2550",".pdf","0","0"
"1589","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Summary.pdf","CS1231 Summary.pdf","332","No hex value retrieved for files in zip",".pdf","0","0"
"1590","File retrieved from zip","9/6/2018 8:57:26 AM","Discrete Mathematics with Applications 4th edition by Susanna Epp.pdf","Discrete Mathematics with Applications 4th edition by Susanna Epp.pdf","9968","No hex value retrieved for files in zip",".pdf","0","0"
"1591","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 AY11-12 Answers.pdf","Finals/CS1231 AY11-12 Answers.pdf","102","No hex value retrieved for files in zip",".pdf","0","0"
"1592","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 AY11-12.pdf","Finals/CS1231 AY11-12.pdf","152","No hex value retrieved for files in zip",".pdf","0","0"
"1593","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 AY12-13 Answers.pdf","Finals/CS1231 AY12-13 Answers.pdf","111","No hex value retrieved for files in zip",".pdf","0","0"
"1594","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 AY12-13.pdf","Finals/CS1231 AY12-13.pdf","156","No hex value retrieved for files in zip",".pdf","0","0"
"1595","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Finals AY15-16.pdf","Finals/CS1231 Finals AY15-16.pdf","284","No hex value retrieved for files in zip",".pdf","0","0"
"1596","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Finals AY16-17 (No Answers, check google docs).pdf","Finals/CS1231 Finals AY16-17 (No Answers, check google docs).pdf","214","No hex value retrieved for files in zip",".pdf","0","0"
"1597","File retrieved from zip","9/6/2018 8:57:26 AM","Week1 Proofs_Revised.pdf","Lectures/Week1 Proofs_Revised.pdf","1195","No hex value retrieved for files in zip",".pdf","0","0"
"1598","File retrieved from zip","9/6/2018 8:57:26 AM","Week10_Counting_and_Probability_2_full.pdf","Lectures/Week10_Counting_and_Probability_2_full.pdf","2403","No hex value retrieved for files in zip",".pdf","0","0"
"1599","File retrieved from zip","9/6/2018 8:57:26 AM","Week10_Counting_and_Probability_2_summary.pdf","Lectures/Week10_Counting_and_Probability_2_summary.pdf","850","No hex value retrieved for files in zip",".pdf","0","0"
"1600","File retrieved from zip","9/6/2018 8:57:26 AM","Week11_Graphs_and_Trees_1_full.pdf","Lectures/Week11_Graphs_and_Trees_1_full.pdf","3553","No hex value retrieved for files in zip",".pdf","0","0"
"1601","File retrieved from zip","9/6/2018 8:57:26 AM","Week11_Graphs_and_Trees_1_summary.pdf","Lectures/Week11_Graphs_and_Trees_1_summary.pdf","1193","No hex value retrieved for files in zip",".pdf","0","0"
"1602","File retrieved from zip","9/6/2018 8:57:26 AM","Week12_Graphs_and_Trees_2_full.pdf","Lectures/Week12_Graphs_and_Trees_2_full.pdf","2151","No hex value retrieved for files in zip",".pdf","0","0"
"1603","File retrieved from zip","9/6/2018 8:57:26 AM","Week12_Graphs_and_Trees_2_summary.pdf","Lectures/Week12_Graphs_and_Trees_2_summary.pdf","943","No hex value retrieved for files in zip",".pdf","0","0"
"1604","File retrieved from zip","9/6/2018 8:57:26 AM","Week2 LogicOfCompoundStatements_full.pdf","Lectures/Week2 LogicOfCompoundStatements_full.pdf","1425","No hex value retrieved for files in zip",".pdf","0","0"
"1605","File retrieved from zip","9/6/2018 8:57:26 AM","Week2 LogicOfCompoundStatements_summary.pdf","Lectures/Week2 LogicOfCompoundStatements_summary.pdf","700","No hex value retrieved for files in zip",".pdf","0","0"
"1606","File retrieved from zip","9/6/2018 8:57:26 AM","Week3 LogicOfQuantifiedStatements_full.pdf","Lectures/Week3 LogicOfQuantifiedStatements_full.pdf","2059","No hex value retrieved for files in zip",".pdf","0","0"
"1607","File retrieved from zip","9/6/2018 8:57:26 AM","Week3 LogicOfQuantifiedStatements_summary.pdf","Lectures/Week3 LogicOfQuantifiedStatements_summary.pdf","669","No hex value retrieved for files in zip",".pdf","0","0"
"1608","File retrieved from zip","9/6/2018 8:57:26 AM","Week4_Induction.pdf","Lectures/Week4_Induction.pdf","1493","No hex value retrieved for files in zip",".pdf","0","0"
"1609","File retrieved from zip","9/6/2018 8:57:26 AM","Week4_NumberTheory1.pdf","Lectures/Week4_NumberTheory1.pdf","1061","No hex value retrieved for files in zip",".pdf","0","0"
"1610","File retrieved from zip","9/6/2018 8:57:26 AM","Week5_NumberTheory2.pdf","Lectures/Week5_NumberTheory2.pdf","831","No hex value retrieved for files in zip",".pdf","0","0"
"1611","File retrieved from zip","9/6/2018 8:57:26 AM","Week5_NumberTheory3.pdf","Lectures/Week5_NumberTheory3.pdf","338","No hex value retrieved for files in zip",".pdf","0","0"
"1612","File retrieved from zip","9/6/2018 8:57:26 AM","Week6_Sequences.pdf","Lectures/Week6_Sequences.pdf","1877","No hex value retrieved for files in zip",".pdf","0","0"
"1613","File retrieved from zip","9/6/2018 8:57:26 AM","Week6_Sets.pdf","Lectures/Week6_Sets.pdf","657","No hex value retrieved for files in zip",".pdf","0","0"
"1614","File retrieved from zip","9/6/2018 8:57:26 AM","Week7_Relations.pdf","Lectures/Week7_Relations.pdf","1389","No hex value retrieved for files in zip",".pdf","0","0"
"1615","File retrieved from zip","9/6/2018 8:57:26 AM","Week7_Relations2.pdf","Lectures/Week7_Relations2.pdf","928","No hex value retrieved for files in zip",".pdf","0","0"
"1616","File retrieved from zip","9/6/2018 8:57:26 AM","Week8_Functions.pdf","Lectures/Week8_Functions.pdf","684","No hex value retrieved for files in zip",".pdf","0","0"
"1617","File retrieved from zip","9/6/2018 8:57:26 AM","Week9_Counting_and_Probability_1_full.pdf","Lectures/Week9_Counting_and_Probability_1_full.pdf","2553","No hex value retrieved for files in zip",".pdf","0","0"
"1618","File retrieved from zip","9/6/2018 8:57:26 AM","Week9_Counting_and_Probability_1_summary.pdf","Lectures/Week9_Counting_and_Probability_1_summary.pdf","669","No hex value retrieved for files in zip",".pdf","0","0"
"1619","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 1 Answers.pdf","Tutorials/CS1231 Tutorial 1 Answers.pdf","140","No hex value retrieved for files in zip",".pdf","0","0"
"1620","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 1.pdf","Tutorials/CS1231 Tutorial 1.pdf","105","No hex value retrieved for files in zip",".pdf","0","0"
"1621","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 10 Answers.pdf","Tutorials/CS1231 Tutorial 10 Answers.pdf","2229","No hex value retrieved for files in zip",".pdf","0","0"
"1622","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 10.pdf","Tutorials/CS1231 Tutorial 10.pdf","957","No hex value retrieved for files in zip",".pdf","0","0"
"1623","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 11.pdf","Tutorials/CS1231 Tutorial 11.pdf","337","No hex value retrieved for files in zip",".pdf","0","0"
"1624","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 2 Answers.pdf","Tutorials/CS1231 Tutorial 2 Answers.pdf","121","No hex value retrieved for files in zip",".pdf","0","0"
"1625","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 2.pdf","Tutorials/CS1231 Tutorial 2.pdf","101","No hex value retrieved for files in zip",".pdf","0","0"
"1626","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 3  Answers.pdf","Tutorials/CS1231 Tutorial 3  Answers.pdf","281","No hex value retrieved for files in zip",".pdf","0","0"
"1627","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 3.pdf","Tutorials/CS1231 Tutorial 3.pdf","235","No hex value retrieved for files in zip",".pdf","0","0"
"1628","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 4 Answers.pdf","Tutorials/CS1231 Tutorial 4 Answers.pdf","200","No hex value retrieved for files in zip",".pdf","0","0"
"1629","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 4.pdf","Tutorials/CS1231 Tutorial 4.pdf","114","No hex value retrieved for files in zip",".pdf","0","0"
"1630","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 5 Answers.pdf","Tutorials/CS1231 Tutorial 5 Answers.pdf","183","No hex value retrieved for files in zip",".pdf","0","0"
"1631","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 5.pdf","Tutorials/CS1231 Tutorial 5.pdf","157","No hex value retrieved for files in zip",".pdf","0","0"
"1632","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 6 Answers.pdf","Tutorials/CS1231 Tutorial 6 Answers.pdf","425","No hex value retrieved for files in zip",".pdf","0","0"
"1633","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 6.pdf","Tutorials/CS1231 Tutorial 6.pdf","131","No hex value retrieved for files in zip",".pdf","0","0"
"1634","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 7 Answers.pdf","Tutorials/CS1231 Tutorial 7 Answers.pdf","646","No hex value retrieved for files in zip",".pdf","0","0"
"1635","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 7.pdf","Tutorials/CS1231 Tutorial 7.pdf","183","No hex value retrieved for files in zip",".pdf","0","0"
"1636","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 8 Answers.pdf","Tutorials/CS1231 Tutorial 8 Answers.pdf","151","No hex value retrieved for files in zip",".pdf","0","0"
"1637","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 8.pdf","Tutorials/CS1231 Tutorial 8.pdf","79","No hex value retrieved for files in zip",".pdf","0","0"
"1638","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 9 Answers.pdf","Tutorials/CS1231 Tutorial 9 Answers.pdf","339","No hex value retrieved for files in zip",".pdf","0","0"
"1639","File retrieved from zip","9/6/2018 8:57:26 AM","CS1231 Tutorial 9.pdf","Tutorials/CS1231 Tutorial 9.pdf","327","No hex value retrieved for files in zip",".pdf","0","0"
"1640","Extension matches magic number","9/6/2018 9:29:19 AM","Discrete Mathematics with Applications 4th edition by Susanna Epp.pdf","C:\Users\Samuel\Desktop\Archive\Past Year Archive\ICT1005-Mathematics and Statistics for ICT\Cheongpai's Notes\Discrete Mathematics with Applications 4th edition by Susanna Epp.pdf","9968","2550",".pdf","0","0"
